company,Company_Status,location,location_Status,industry,Industry_Status,total_laid_off,layoffs_Status,percentage_laid_off,Percentage_Status,date,Date_Status,year,Year_Status,Month,Month_Status,stage,country,funds_raised_millions,Funds_Status
RIOT GAMES,Reported,LOS ANGELES,Reported,CONSUMER,Reported,46,Reported,0,missing,19/01/2023,Reported,2023,Reported,1,Reported,ACQUIRED,UNITED STATES,21,Reported
RITUAL,Reported,TORONTO,Reported,FOOD,Reported,23,Reported,0.16,Reported,22/06/2022,Reported,2022,Reported,6,Reported,SERIES C,CANADA,134,Reported
RITUAL,Reported,TORONTO,Reported,FOOD,Reported,196,Reported,0.54,Reported,02/04/2020,Reported,2020,Reported,4,Reported,SERIES C,CANADA,112,Reported
RIVIAN,Reported,DETROIT,Reported,TRANSPORTATION,Reported,0,missing,0.06,Reported,01/02/2023,Reported,2023,Reported,2,Reported,POST-IPO,UNITED STATES,10700,Reported
RIVIAN,Reported,DETROIT,Reported,TRANSPORTATION,Reported,40,Reported,0.02,Reported,02/06/2020,Reported,2020,Reported,6,Reported,PRIVATE EQUITY,UNITED STATES,3100,Reported
RIVIAN,Reported,DETROIT,Reported,TRANSPORTATION,Reported,840,Reported,0.06,Reported,27/07/2022,Reported,2022,Reported,7,Reported,POST-IPO,UNITED STATES,10700,Reported
RO,Reported,NEW YORK CITY,Reported,HEALTHCARE,Reported,0,missing,0.18,Reported,23/06/2022,Reported,2022,Reported,6,Reported,UNKNOWN,UNITED STATES,1000,Reported
ROBINHOOD,Reported,SF BAY AREA,Reported,FINANCE,Reported,340,Reported,0.09,Reported,26/04/2022,Reported,2022,Reported,4,Reported,POST-IPO,UNITED STATES,5600,Reported
ROBINHOOD,Reported,SF BAY AREA,Reported,FINANCE,Reported,713,Reported,0.23,Reported,02/08/2022,Reported,2022,Reported,8,Reported,POST-IPO,UNITED STATES,5600,Reported
ROCK CONTENT,Reported,BELO HORIZONTE,Reported,MARKETING,Reported,100,Reported,0.2,Reported,06/04/2020,Reported,2020,Reported,4,Reported,SERIES A,BRAZIL,0.7,Reported
ROCK CONTENT,Reported,MIAMI,Reported,MARKETING,Reported,0,missing,0.15,Reported,12/01/2023,Reported,2023,Reported,1,Reported,SERIES B,UNITED STATES,34,Reported
ROKU,Reported,SF BAY AREA,Reported,MEDIA,Reported,200,Reported,0.07,Reported,17/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,UNITED STATES,208,Reported
ROOFSTOCK,Reported,SF BAY AREA,Reported,REAL ESTATE,Reported,0,missing,0.2,Reported,20/10/2022,Reported,2022,Reported,10,Reported,SERIES E,UNITED STATES,365,Reported
ROOT INSURANCE,Reported,COLUMBUS,Reported,FINANCE,Reported,137,Reported,0.2,Reported,09/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,UNITED STATES,527,Reported
ROOT INSURANCE,Reported,COLUMBUS,Reported,FINANCE,Reported,330,Reported,0,missing,20/01/2022,Reported,2022,Reported,1,Reported,POST-IPO,UNITED STATES,527,Reported
ROUTE,Reported,LEHI,Reported,RETAIL,Reported,0,missing,0,missing,05/12/2022,Reported,2022,Reported,12,Reported,UNKNOWN,UNITED STATES,481,Reported
ROVER,Reported,SEATTLE,Reported,CONSUMER,Reported,194,Reported,0.41,Reported,31/03/2020,Reported,2020,Reported,3,Reported,SERIES G,UNITED STATES,310,Reported
ROWS,Reported,BERLIN,Reported,OTHER,Reported,18,Reported,0.3,Reported,29/06/2022,Reported,2022,Reported,6,Reported,SERIES B,GERMANY,25,Reported
RUANGGURU,Reported,JAKARTA,Reported,EDUCATION,Reported,0,missing,0,missing,18/11/2022,Reported,2022,Reported,11,Reported,UNKNOWN,INDONESIA,205,Reported
RUBICA,Reported,SEATTLE,Reported,SECURITY,Reported,0,missing,1,Reported,05/11/2020,Reported,2020,Reported,11,Reported,SERIES A,UNITED STATES,14,Reported
RUBICON PROJECT,Reported,LOS ANGELES,Reported,MARKETING,Reported,50,Reported,0.08,Reported,06/05/2020,Reported,2020,Reported,5,Reported,POST-IPO,UNITED STATES,60,Reported
RUBICON TECHNOLOGIES,Reported,LEXINGTON,Reported,OTHER,Reported,0,missing,0.11,Reported,15/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,UNITED STATES,382,Reported
RUBIUS,Reported,BOSTON,Reported,HEALTHCARE,Reported,0,missing,0.82,Reported,03/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,UNITED STATES,445,Reported
RUBIUS,Reported,BOSTON,Reported,HEALTHCARE,Reported,160,Reported,0.75,Reported,13/09/2022,Reported,2022,Reported,9,Reported,POST-IPO,UNITED STATES,445,Reported
RUBRIK,Reported,SF BAY AREA,Reported,INFRASTRUCTURE,Reported,57,Reported,0,missing,18/05/2020,Reported,2020,Reported,5,Reported,SERIES E,UNITED STATES,553,Reported
RUGGABLE,Reported,LOS ANGELES,Reported,RETAIL,Reported,100,Reported,0,missing,27/01/2023,Reported,2023,Reported,1,Reported,SEED,UNITED STATES,0,missing
RUPEEK,Reported,BENGALURU,Reported,FINANCE,Reported,50,Reported,0,missing,07/09/2022,Reported,2022,Reported,9,Reported,UNKNOWN,INDIA,172,Reported
RUPEEK,Reported,BENGALURU,Reported,FINANCE,Reported,180,Reported,0.15,Reported,07/06/2022,Reported,2022,Reported,6,Reported,UNKNOWN,INDIA,172,Reported
SADA,Reported,LOS ANGELES,Reported,OTHER,Reported,0,missing,0.11,Reported,08/11/2022,Reported,2022,Reported,11,Reported,ACQUIRED,UNITED STATES,0,missing
SAFEGRAPH,Reported,SF BAY AREA,Reported,DATA,Reported,27,Reported,0.25,Reported,27/06/2022,Reported,2022,Reported,6,Reported,SERIES B,UNITED STATES,61,Reported
SAGE THERAPEUTICS,Reported,BOSTON,Reported,HEALTHCARE,Reported,340,Reported,0.53,Reported,07/04/2020,Reported,2020,Reported,4,Reported,POST-IPO,UNITED STATES,438,Reported
SAKS.COM,Reported,NEW YORK CITY,Reported,RETAIL,Reported,100,Reported,0.05,Reported,19/01/2023,Reported,2023,Reported,1,Reported,UNKNOWN,UNITED STATES,965,Reported
SALES BOOMERANG,Reported,BALTIMORE,Reported,SALES,Reported,20,Reported,0,missing,20/10/2022,Reported,2022,Reported,10,Reported,PRIVATE EQUITY,UNITED STATES,5,Reported
SALESFORCE,Reported,SF BAY AREA,Reported,SALES,Reported,90,Reported,0,missing,13/10/2022,Reported,2022,Reported,10,Reported,POST-IPO,UNITED STATES,65,Reported
SALESFORCE,Reported,SF BAY AREA,Reported,SALES,Reported,1000,Reported,0.01,Reported,07/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,UNITED STATES,65,Reported
SALESFORCE,Reported,SF BAY AREA,Reported,SALES,Reported,1000,Reported,0.02,Reported,26/08/2020,Reported,2020,Reported,8,Reported,POST-IPO,UNITED STATES,65.4,Reported
SALESFORCE,Reported,SF BAY AREA,Reported,SALES,Reported,8000,Reported,0.1,Reported,04/01/2023,Reported,2023,Reported,1,Reported,POST-IPO,UNITED STATES,65,Reported
SALESLOFT,Reported,ATLANTA,Reported,SALES,Reported,55,Reported,0,missing,07/05/2020,Reported,2020,Reported,5,Reported,SERIES D,UNITED STATES,145,Reported
SALESLOFT,Reported,ATLANTA,Reported,SALES,Reported,100,Reported,0.1,Reported,07/02/2023,Reported,2023,Reported,2,Reported,ACQUIRED,UNITED STATES,245,Reported
SALSIFY,Reported,BOSTON,Reported,RETAIL,Reported,60,Reported,0.13,Reported,03/04/2020,Reported,2020,Reported,4,Reported,SERIES D,UNITED STATES,97,Reported
SALSIFY,Reported,BOSTON,Reported,RETAIL,Reported,90,Reported,0.11,Reported,16/11/2022,Reported,2022,Reported,11,Reported,SERIES F,UNITED STATES,452,Reported
SAMA,Reported,SF BAY AREA,Reported,DATA,Reported,0,missing,0,missing,12/09/2022,Reported,2022,Reported,9,Reported,SERIES B,UNITED STATES,84,Reported
SAMI,Reported,SAO PAULO,Reported,HEALTHCARE,Reported,75,Reported,0.15,Reported,14/06/2022,Reported,2022,Reported,6,Reported,UNKNOWN,BRAZIL,36,Reported
SAMSARA,Reported,SF BAY AREA,Reported,LOGISTICS,Reported,300,Reported,0.18,Reported,20/05/2020,Reported,2020,Reported,5,Reported,SERIES F,UNITED STATES,530,Reported
SANA,Reported,SEATTLE,Reported,HEALTHCARE,Reported,0,missing,0.15,Reported,30/11/2022,Reported,2022,Reported,11,Reported,SERIES A,UNITED STATES,700,Reported
SANA BENEFITS,Reported,AUSTIN,Reported,HR,Reported,0,missing,0.19,Reported,07/02/2023,Reported,2023,Reported,2,Reported,SERIES B,UNITED STATES,106,Reported
SANAR,Reported,SAO PAULO,Reported,HEALTHCARE,Reported,60,Reported,0.2,Reported,10/06/2022,Reported,2022,Reported,6,Reported,UNKNOWN,BRAZIL,11,Reported
SANDBOX VR,Reported,SF BAY AREA,Reported,CONSUMER,Reported,80,Reported,0.8,Reported,01/05/2020,Reported,2020,Reported,5,Reported,SERIES A,UNITED STATES,82,Reported
SAP,Reported,WALLDORF,Reported,OTHER,Reported,3000,Reported,0.03,Reported,26/01/2023,Reported,2023,Reported,1,Reported,POST-IPO,GERMANY,1300,Reported
SAP LABS,Reported,BENGALURU,Reported,OTHER,Reported,300,Reported,0,missing,24/02/2023,Reported,2023,Reported,2,Reported,SUBSIDIARY,INDIA,1300,Reported
SAUCE LABS,Reported,SF BAY AREA,Reported,INFRASTRUCTURE,Reported,30,Reported,0.15,Reported,02/04/2020,Reported,2020,Reported,4,Reported,UNKNOWN,UNITED STATES,151,Reported
SAYURBOX,Reported,JAKARTA,Reported,FOOD,Reported,0,missing,0.05,Reported,07/12/2022,Reported,2022,Reported,12,Reported,SERIES C,INDONESIA,139,Reported
SCALE AI,Reported,SF BAY AREA,Reported,DATA,Reported,0,missing,0.2,Reported,09/01/2023,Reported,2023,Reported,1,Reported,SERIES E,UNITED STATES,602,Reported
SCALEFACTOR,Reported,AUSTIN,Reported,FINANCE,Reported,90,Reported,0.9,Reported,23/06/2020,Reported,2020,Reported,6,Reported,SERIES C,UNITED STATES,103,Reported
SCALEFOCUS,Reported,SOFIA,Reported,INFRASTRUCTURE,Reported,120,Reported,0.1,Reported,11/06/2020,Reported,2020,Reported,6,Reported,UNKNOWN,BULGARIA,0,missing
SCIENCE 37,Reported,LOS ANGELES,Reported,HEALTHCARE,Reported,90,Reported,0,missing,14/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,UNITED STATES,347,Reported
SCOOP,Reported,SF BAY AREA,Reported,TRANSPORTATION,Reported,0,missing,0,missing,17/11/2020,Reported,2020,Reported,11,Reported,SERIES C,UNITED STATES,95,Reported
SCOOP,Reported,SF BAY AREA,Reported,TRANSPORTATION,Reported,92,Reported,0.33,Reported,08/04/2020,Reported,2020,Reported,4,Reported,SERIES C,UNITED STATES,95,Reported
SCORO,Reported,LONDON,Reported,HR,Reported,0,missing,0.09,Reported,24/01/2023,Reported,2023,Reported,1,Reported,SERIES B,UNITED KINGDOM,23,Reported
SEA,Reported,BENGALURU,Reported,RETAIL,Reported,350,Reported,0,missing,30/03/2022,Reported,2022,Reported,3,Reported,POST-IPO,INDIA,8600,Reported
SEA,Reported,SINGAPORE,Reported,CONSUMER,Reported,0,missing,0,missing,02/09/2022,Reported,2022,Reported,9,Reported,POST-IPO,SINGAPORE,8600,Reported
SECFI,Reported,SF BAY AREA,Reported,FINANCE,Reported,0,missing,0,missing,30/06/2022,Reported,2022,Reported,6,Reported,SERIES A,UNITED STATES,7,Reported
SECTION4,Reported,NEW YORK CITY,Reported,EDUCATION,Reported,32,Reported,0,missing,12/05/2022,Reported,2022,Reported,5,Reported,SERIES A,UNITED STATES,37,Reported
SECUREWORKS,Reported,ATLANTA,Reported,SECURITY,Reported,212,Reported,0.09,Reported,07/02/2023,Reported,2023,Reported,2,Reported,POST-IPO,UNITED STATES,83,Reported
SEEGRID,Reported,PITTSBURGH,Reported,LOGISTICS,Reported,90,Reported,0,missing,02/08/2022,Reported,2022,Reported,8,Reported,UNKNOWN,UNITED STATES,107,Reported
SEGMENT,Reported,SF BAY AREA,Reported,DATA,Reported,50,Reported,0.1,Reported,06/05/2020,Reported,2020,Reported,5,Reported,SERIES D,UNITED STATES,283,Reported
SELLERX,Reported,BERLIN,Reported,RETAIL,Reported,28,Reported,0,missing,19/07/2022,Reported,2022,Reported,7,Reported,UNKNOWN,GERMANY,766,Reported
SEMA4,Reported,STAMFORD,Reported,HEALTHCARE,Reported,250,Reported,0.13,Reported,15/08/2022,Reported,2022,Reported,8,Reported,POST-IPO,UNITED STATES,791,Reported
SEMA4,Reported,STAMFORD,Reported,HEALTHCARE,Reported,500,Reported,0,missing,14/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,UNITED STATES,791,Reported
SEND,Reported,SYDNEY,Reported,FOOD,Reported,300,Reported,1,Reported,04/05/2022,Reported,2022,Reported,5,Reported,SEED,AUSTRALIA,3,Reported
SENDCLOUD,Reported,EINDHOVEN,Reported,LOGISTICS,Reported,0,missing,0.1,Reported,10/11/2022,Reported,2022,Reported,11,Reported,SERIES C,UNITED STATES,200,Reported
SENDLE,Reported,SYDNEY,Reported,LOGISTICS,Reported,27,Reported,0.12,Reported,04/07/2022,Reported,2022,Reported,7,Reported,SERIES C,AUSTRALIA,69,Reported
SENDOSO,Reported,SF BAY AREA,Reported,MARKETING,Reported,0,missing,0.14,Reported,06/06/2022,Reported,2022,Reported,6,Reported,SERIES C,UNITED STATES,152,Reported
SENDY,Reported,NAIROBI,Reported,LOGISTICS,Reported,30,Reported,0.1,Reported,02/08/2022,Reported,2022,Reported,8,Reported,SERIES B,KENYA,26,Reported
SENDY,Reported,NAIROBI,Reported,LOGISTICS,Reported,54,Reported,0.2,Reported,02/08/2022,Reported,2022,Reported,8,Reported,SERIES B,KENYA,26,Reported
SENSIBILL,Reported,TORONTO,Reported,FINANCE,Reported,17,Reported,0.2,Reported,01/04/2020,Reported,2020,Reported,4,Reported,SERIES B,CANADA,50,Reported
SERVICE,Reported,LOS ANGELES,Reported,TRAVEL,Reported,0,missing,1,Reported,16/03/2020,Reported,2020,Reported,3,Reported,SEED,UNITED STATES,5.1,Reported
SERVICE,Reported,LOS ANGELES,Reported,TRAVEL,Reported,0,missing,1,Reported,20/03/2020,Reported,2020,Reported,3,Reported,SEED,UNITED STATES,5,Reported
SERVICETITAN,Reported,LOS ANGELES,Reported,SALES,Reported,221,Reported,0.08,Reported,15/02/2023,Reported,2023,Reported,2,Reported,SERIES G,UNITED STATES,1100,Reported
SEZZLE,Reported,MINNEAPOLIS,Reported,FINANCE,Reported,0,missing,0.2,Reported,10/03/2022,Reported,2022,Reported,3,Reported,POST-IPO,UNITED STATES,301,Reported
SHAKEPAY,Reported,MONTREAL,Reported,CRYPTO,Reported,21,Reported,0.25,Reported,27/01/2023,Reported,2023,Reported,1,Reported,SERIES A,CANADA,45,Reported
SHARE NOW,Reported,BERLIN,Reported,TRANSPORTATION,Reported,150,Reported,0.36,Reported,09/12/2022,Reported,2022,Reported,12,Reported,ACQUIRED,GERMANY,0,missing
SHARECHAT,Reported,BENGALURU,Reported,CONSUMER,Reported,100,Reported,0,missing,02/12/2022,Reported,2022,Reported,12,Reported,UNKNOWN,INDIA,1700,Reported
SHARECHAT,Reported,BENGALURU,Reported,CONSUMER,Reported,500,Reported,0.2,Reported,16/01/2023,Reported,2023,Reported,1,Reported,SERIES H,INDIA,1700,Reported
SHARECHAT,Reported,BENGALURU,Reported,MARKETING,Reported,101,Reported,0.25,Reported,20/05/2020,Reported,2020,Reported,5,Reported,SERIES D,INDIA,222,Reported
SHARETHROUGH,Reported,SF BAY AREA,Reported,MARKETING,Reported,18,Reported,0,missing,01/07/2020,Reported,2020,Reported,7,Reported,SERIES D,UNITED STATES,38,Reported
SHEF,Reported,SF BAY AREA,Reported,FOOD,Reported,29,Reported,0,missing,02/06/2022,Reported,2022,Reported,6,Reported,SERIES A,UNITED STATES,28,Reported
SHELF ENGINE,Reported,SEATTLE,Reported,FOOD,Reported,43,Reported,0,missing,29/07/2022,Reported,2022,Reported,7,Reported,SERIES B,UNITED STATES,58,Reported
SHERPA,Reported,TORONTO,Reported,TRAVEL,Reported,22,Reported,0,missing,29/07/2022,Reported,2022,Reported,7,Reported,UNKNOWN,CANADA,11,Reported
SHIFT,Reported,SF BAY AREA,Reported,TRANSPORTATION,Reported,0,missing,0,missing,09/08/2022,Reported,2022,Reported,8,Reported,POST-IPO,UNITED STATES,504,Reported
SHIPBOB,Reported,CHICAGO,Reported,LOGISTICS,Reported,0,missing,0.07,Reported,25/08/2022,Reported,2022,Reported,8,Reported,SERIES E,UNITED STATES,330,Reported
SHIPPO,Reported,SF BAY AREA,Reported,LOGISTICS,Reported,60,Reported,0.2,Reported,03/11/2022,Reported,2022,Reported,11,Reported,SERIES E,UNITED STATES,154,Reported
SHIPSI,Reported,LOS ANGELES,Reported,RETAIL,Reported,20,Reported,0.5,Reported,28/04/2020,Reported,2020,Reported,4,Reported,SEED,UNITED STATES,2,Reported
SHOGUN,Reported,SF BAY AREA,Reported,RETAIL,Reported,48,Reported,0.3,Reported,09/08/2022,Reported,2022,Reported,8,Reported,SERIES C,UNITED STATES,114,Reported
SHOP101,Reported,MUMBAI,Reported,RETAIL,Reported,200,Reported,0.4,Reported,15/04/2020,Reported,2020,Reported,4,Reported,SERIES C,INDIA,19,Reported
SHOPEE,Reported,JAKARTA,Reported,FOOD,Reported,0,missing,0,missing,14/11/2022,Reported,2022,Reported,11,Reported,UNKNOWN,INDONESIA,0,missing
SHOPEE,Reported,JAKARTA,Reported,FOOD,Reported,0,missing,0,missing,18/09/2022,Reported,2022,Reported,9,Reported,UNKNOWN,INDONESIA,0,missing
SHOPEE,Reported,SINGAPORE,Reported,FOOD,Reported,0,missing,0,missing,14/06/2022,Reported,2022,Reported,6,Reported,UNKNOWN,SINGAPORE,0,missing
SHOPIFY,Reported,OTTAWA,Reported,RETAIL,Reported,30,Reported,0,missing,14/08/2020,Reported,2020,Reported,8,Reported,POST-IPO,CANADA,122.3,Reported
SHOPIFY,Reported,OTTAWA,Reported,RETAIL,Reported,50,Reported,0,missing,06/07/2022,Reported,2022,Reported,7,Reported,POST-IPO,CANADA,122,Reported
SHOPIFY,Reported,OTTAWA,Reported,RETAIL,Reported,70,Reported,0,missing,01/09/2022,Reported,2022,Reported,9,Reported,POST-IPO,CANADA,122,Reported
SHOPIFY,Reported,OTTAWA,Reported,RETAIL,Reported,1000,Reported,0.1,Reported,26/07/2022,Reported,2022,Reported,7,Reported,POST-IPO,CANADA,122,Reported
SHOPX,Reported,BENGALURU,Reported,RETAIL,Reported,0,missing,1,Reported,22/08/2022,Reported,2022,Reported,8,Reported,UNKNOWN,INDIA,56,Reported
SHOWPAD,Reported,CHICAGO,Reported,MARKETING,Reported,52,Reported,0.12,Reported,01/04/2020,Reported,2020,Reported,4,Reported,SERIES D,UNITED STATES,159,Reported
SHUTTERFLY,Reported,SF BAY AREA,Reported,RETAIL,Reported,360,Reported,0,missing,25/01/2023,Reported,2023,Reported,1,Reported,ACQUIRED,UNITED STATES,50,Reported
SHUTTERFLY,Reported,SF BAY AREA,Reported,RETAIL,Reported,800,Reported,0,missing,25/01/2021,Reported,2021,Reported,1,Reported,ACQUIRED,UNITED STATES,50,Reported
SHUTTL,Reported,NEW DELHI,Reported,TRANSPORTATION,Reported,40,Reported,0,missing,02/04/2020,Reported,2020,Reported,4,Reported,SERIES C,INDIA,122,Reported
SIDE,Reported,SF BAY AREA,Reported,REAL ESTATE,Reported,0,missing,0,missing,19/10/2022,Reported,2022,Reported,10,Reported,UNKNOWN,UNITED STATES,313,Reported
SIDE,Reported,SF BAY AREA,Reported,REAL ESTATE,Reported,0,missing,0.1,Reported,01/06/2022,Reported,2022,Reported,6,Reported,UNKNOWN,UNITED STATES,313,Reported
SIDECAR HEALTH,Reported,LOS ANGELES,Reported,HEALTHCARE,Reported,110,Reported,0.4,Reported,28/06/2022,Reported,2022,Reported,6,Reported,SERIES C,UNITED STATES,163,Reported
SIFT,Reported,SF BAY AREA,Reported,SECURITY,Reported,0,missing,0,missing,14/05/2020,Reported,2020,Reported,5,Reported,SERIES D,UNITED STATES,106,Reported
SIGFOX,Reported,TOULOUSE,Reported,OTHER,Reported,64,Reported,0,missing,25/04/2022,Reported,2022,Reported,4,Reported,ACQUIRED,FRANCE,277,Reported
SIGNICAT,Reported,TRONDHEIM,Reported,SECURITY,Reported,0,missing,0,missing,02/11/2022,Reported,2022,Reported,11,Reported,ACQUIRED,NORWAY,8,Reported
SIMILARWEB,Reported,NEW YORK CITY,Reported,OTHER,Reported,120,Reported,0.1,Reported,16/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,UNITED STATES,235,Reported
SIMON DATA,Reported,NEW YORK CITY,Reported,MARKETING,Reported,6,Reported,0,missing,23/04/2020,Reported,2020,Reported,4,Reported,SERIES C,UNITED STATES,68,Reported
SIMPLE,Reported,PORTLAND,Reported,FINANCE,Reported,0,missing,1,Reported,07/01/2021,Reported,2021,Reported,1,Reported,ACQUIRED,UNITED STATES,15,Reported
SIMPLE FEAST,Reported,COPENHAGEN,Reported,FOOD,Reported,150,Reported,1,Reported,07/09/2022,Reported,2022,Reported,9,Reported,UNKNOWN,DENMARK,173,Reported
SINCH,Reported,STOCKHOLM,Reported,OTHER,Reported,150,Reported,0,missing,12/10/2022,Reported,2022,Reported,10,Reported,POST-IPO,SWEDEN,1500,Reported
SINGULAR,Reported,SF BAY AREA,Reported,MARKETING,Reported,0,missing,0,missing,23/04/2020,Reported,2020,Reported,4,Reported,SERIES B,UNITED STATES,50,Reported
SIRCLO,Reported,JAKARTA,Reported,RETAIL,Reported,160,Reported,0.08,Reported,22/11/2022,Reported,2022,Reported,11,Reported,SERIES B,INDONESIA,92,Reported
SIRIONLABS,Reported,SEATTLE,Reported,LEGAL,Reported,130,Reported,0.15,Reported,25/01/2023,Reported,2023,Reported,1,Reported,SERIES D,UNITED STATES,171,Reported
SIRIUSXM,Reported,NEW YORK CITY,Reported,MEDIA,Reported,475,Reported,0.08,Reported,06/03/2023,Reported,2023,Reported,3,Reported,POST-IPO,UNITED STATES,525,Reported
SISENSE,Reported,NEW YORK CITY,Reported,DATA,Reported,80,Reported,0.09,Reported,23/04/2020,Reported,2020,Reported,4,Reported,SERIES F,UNITED STATES,274,Reported
SITEIMPROVE,Reported,MINNEAPOLIS,Reported,MARKETING,Reported,40,Reported,0,missing,31/03/2020,Reported,2020,Reported,3,Reported,UNKNOWN,UNITED STATES,55,Reported
SKAI,Reported,TEL AVIV,Reported,MARKETING,Reported,30,Reported,0.04,Reported,27/07/2022,Reported,2022,Reported,7,Reported,SERIES E,ISRAEL,60,Reported
SKEDULO,Reported,SF BAY AREA,Reported,HR,Reported,31,Reported,0.08,Reported,23/08/2022,Reported,2022,Reported,8,Reported,SERIES C,UNITED STATES,114,Reported
SKETCH,Reported,THE HAGUE,Reported,OTHER,Reported,80,Reported,0,missing,11/10/2022,Reported,2022,Reported,10,Reported,SERIES A,NETHERLANDS,20,Reported
SKILLSHARE,Reported,NEW YORK CITY,Reported,EDUCATION,Reported,0,missing,0,missing,23/08/2022,Reported,2022,Reported,8,Reported,UNKNOWN,UNITED STATES,136,Reported
SKILLSHARE,Reported,NEW YORK CITY,Reported,EDUCATION,Reported,31,Reported,0,missing,01/06/2022,Reported,2022,Reported,6,Reported,UNKNOWN,UNITED STATES,136,Reported
SKILLZ,Reported,SF BAY AREA,Reported,CONSUMER,Reported,0,missing,0,missing,29/08/2022,Reported,2022,Reported,8,Reported,POST-IPO,UNITED STATES,287,Reported
SKILLZ,Reported,SF BAY AREA,Reported,CONSUMER,Reported,21,Reported,0,missing,14/04/2020,Reported,2020,Reported,4,Reported,SERIES D,UNITED STATES,132,Reported
SKILLZ,Reported,SF BAY AREA,Reported,CONSUMER,Reported,70,Reported,0.1,Reported,20/05/2022,Reported,2022,Reported,5,Reported,POST-IPO,UNITED STATES,287,Reported
SKIPTHEDISHES,Reported,WINNIPEG,Reported,FOOD,Reported,350,Reported,0,missing,09/09/2022,Reported,2022,Reported,9,Reported,ACQUIRED,CANADA,6,Reported
SKIT.AI,Reported,BENGALURU,Reported,SUPPORT,Reported,115,Reported,0,missing,12/01/2023,Reported,2023,Reported,1,Reported,SERIES B,INDIA,28,Reported
SKYSCANNER,Reported,EDINBURGH,Reported,TRAVEL,Reported,300,Reported,0.2,Reported,14/07/2020,Reported,2020,Reported,7,Reported,ACQUIRED,UNITED KINGDOM,197.2,Reported
SKYSLOPE,Reported,SACRAMENTO,Reported,REAL ESTATE,Reported,50,Reported,0.25,Reported,31/03/2020,Reported,2020,Reported,3,Reported,ACQUIRED,UNITED STATES,0,missing
SLICE LABS,Reported,NEW YORK CITY,Reported,FINANCE,Reported,0,missing,0,missing,08/04/2020,Reported,2020,Reported,4,Reported,SERIES A,UNITED STATES,35,Reported
SLYNC,Reported,DALLAS,Reported,LOGISTICS,Reported,0,missing,0,missing,05/08/2022,Reported,2022,Reported,8,Reported,SERIES B,UNITED STATES,76,Reported
SMARSH,Reported,PORTLAND,Reported,OTHER,Reported,0,missing,0,missing,21/07/2022,Reported,2022,Reported,7,Reported,PRIVATE EQUITY,UNITED STATES,0,missing
SMARTNEWS,Reported,TOKYO,Reported,MEDIA,Reported,120,Reported,0.4,Reported,12/01/2023,Reported,2023,Reported,1,Reported,SERIES F,UNITED STATES,410,Reported
SMARTSHEET,Reported,SEATTLE,Reported,OTHER,Reported,85,Reported,0.03,Reported,16/02/2023,Reported,2023,Reported,2,Reported,POST-IPO,UNITED STATES,152,Reported
SMAVA,Reported,BERLIN,Reported,FINANCE,Reported,100,Reported,0.1,Reported,31/08/2022,Reported,2022,Reported,8,Reported,UNKNOWN,GERMANY,188,Reported
SMAVA,Reported,BERLIN,Reported,FINANCE,Reported,100,Reported,0.15,Reported,02/11/2022,Reported,2022,Reported,11,Reported,UNKNOWN,GERMANY,188,Reported
SNAGAJOB,Reported,RICHMOND,Reported,HR,Reported,0,missing,0,missing,31/08/2022,Reported,2022,Reported,8,Reported,UNKNOWN,UNITED STATES,221,Reported
SNAP,Reported,LOS ANGELES,Reported,CONSUMER,Reported,1280,Reported,0.2,Reported,31/08/2022,Reported,2022,Reported,8,Reported,POST-IPO,UNITED STATES,4900,Reported
SNAP FINANCE,Reported,SALT LAKE CITY,Reported,FINANCE,Reported,0,missing,0,missing,31/03/2020,Reported,2020,Reported,3,Reported,UNKNOWN,UNITED STATES,0,missing
SNAPDOCS,Reported,SF BAY AREA,Reported,REAL ESTATE,Reported,0,missing,0.1,Reported,16/08/2022,Reported,2022,Reported,8,Reported,SERIES D,UNITED STATES,253,Reported
SNAPDOCS,Reported,SF BAY AREA,Reported,REAL ESTATE,Reported,0,missing,0.15,Reported,03/11/2022,Reported,2022,Reported,11,Reported,SERIES D,UNITED STATES,253,Reported
SNAPPY,Reported,NEW YORK CITY,Reported,MARKETING,Reported,100,Reported,0.3,Reported,15/01/2023,Reported,2023,Reported,1,Reported,SERIES C,UNITED STATES,104,Reported
SNAPTRAVEL,Reported,TORONTO,Reported,TRAVEL,Reported,0,missing,0,missing,16/07/2020,Reported,2020,Reported,7,Reported,SERIES A,CANADA,22.4,Reported
SNOWPLOW,Reported,LONDON,Reported,DATA,Reported,40,Reported,0,missing,02/02/2023,Reported,2023,Reported,2,Reported,SERIES B,UNITED STATES,55,Reported
SNYK,Reported,BOSTON,Reported,SECURITY,Reported,30,Reported,0,missing,30/06/2022,Reported,2022,Reported,6,Reported,SERIES F,UNITED STATES,849,Reported
SNYK,Reported,BOSTON,Reported,SECURITY,Reported,198,Reported,0.14,Reported,24/10/2022,Reported,2022,Reported,10,Reported,SERIES F,UNITED STATES,849,Reported
